/* DATA DESCRIPTION:
Citation:	Naafs, Bernhard David A; Hefter, Jens; Acton, Gary D; Haug, Gerald H; Martinez-Garcia, Alfredo; Pancost, Richard D; Stein, Ruediger (2012): Concentrations and accumulation rates of biomarkers and SSTs at IODP Site 306-U1313. PANGAEA, https://doi.org/10.1594/PANGAEA.757946, 
	In supplement to: Naafs, BDA et al. (2012): Strengthening of North American dust sources during the late Pliocene (2.7 Ma). Earth and Planetary Science Letters, 317-318, 8-19, https://doi.org/10.1016/j.epsl.2011.11.026
Project(s):	Integrated Ocean Drilling Program / International Ocean Discovery Program (IODP) (URI: http://www.iodp.org/)
Coverage:	LATITUDE: 41.000000 * LONGITUDE: -32.957300
	DATE/TIME START: 2004-03-28T00:00:00 * DATE/TIME END: 2004-04-02T00:00:00
	MINIMUM DEPTH, sediment/rock: 0.00 m * MAXIMUM DEPTH, sediment/rock: 144.82 m
Event(s):	306-U1313 * LATITUDE: 41.000000 * LONGITUDE: -32.957300 * DATE/TIME START: 2004-03-28T00:00:00 * DATE/TIME END: 2004-04-02T00:00:00 * ELEVATION: -3426.0 m * CAMPAIGN: Exp306 (North Atlantic Climate 2) (URI: https://doi.org/10.2204/iodp.proc.303306.2006) * BASIS: Joides Resolution (URI: http://www-odp.tamu.edu/resolutn.html) * DEVICE: Composite Core (COMPCORE)
Comment:	DEPTH, sediment (m) is given in mbsf.
Parameter(s):	Sample code/label (Sample label) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
	Sample code/label 2 (Sample label 2) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk) * METHOD: ODP sample designation (URI: hdl:10013/epic.27914.d001) * COMMENT: A/W referes to work or archive half
	DEPTH, sediment/rock [m] (Depth) * GEOCODE
	Depth, composite [mcd] (Depth comp) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk) * METHOD: Intercore correlation
	Depth, composite, adjusted [amcd] (Depth adj mcd) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk) * METHOD: Intercore correlation
	AGE [ka BP] (Age) * GEOCODE
	Sedimentation rate [cm/ka] (Sed rate) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk) * METHOD: Calculated
	n-Alkane, non reworked [ng/g] (n-Alkane non-rew) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
	Accumulation rate, n-Alkane, non-reworked [ng/cm**2/ka] (Acc rate n-Alkane non-rew) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
	C26-alkan-1-ol [ng/g] (C26-alkan-1-ol) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
	Accumulation rate, C26-alkan-1-ol [ng/cm**2/ka] (Acc rate C26-alkan-1-ol) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
	Sea surface temperature, annual mean [°C] (SST (1-12)) * PI: Naafs, Bernhard David A (https://orcid.org/0000-0001-5125-6928, david.naafs@bristol.ac.uk)
License:	Creative Commons Attribution 3.0 Unported (CC-BY)
Size:	21096 data points
*/
Sample label	Sample label 2	Depth [m]	Depth comp [mcd]	Depth adj mcd [amcd]	Age [ka BP]	Sed rate [cm/ka]	n-Alkane non-rew [ng/g]	Acc rate n-Alkane non-rew [ng/cm**2/ka]	C26-alkan-1-ol [ng/g]	Acc rate C26-alkan-1-ol [ng/cm**2/ka]	SST (1-12) [°C]
80021053	306-U1313C-8H-4W,48-50	64.68	73.01	73.08	1544.43	5.70	173.75	827.75	59.67	284.27	15.84
80021054	306-U1313C-8H-4W,58-60	64.78	73.11	73.18	1546.18	5.70	76.14	392.62	36.76	189.58	17.38
80021056	306-U1313C-8H-4W,78-80	64.98	73.31	73.37	1549.51	5.70	79.11	452.28			17.53
80021058	306-U1313C-8H-4W,98-100	65.18	73.51	73.56	1552.85	5.70	45.27	277.81			18.27
80021059	306-U1313C-8H-4W,108-110	65.28	73.61	73.66	1554.60	5.70	60.19	347.36	20.00	115.41	18.31
80021060	306-U1313C-8H-4W,118-120	65.38	73.71	73.75	1556.18	5.70	77.25	438.89			16.94
80021061	306-U1313C-8H-4W,128-130	65.48	73.81	73.84	1557.76	5.70	33.10	186.53			17.91
80021062	306-U1313C-8H-4W,138-140	65.58	73.91	73.94	1559.51	5.70	25.88	158.26			18.27
80021080	306-U1313C-8H-5W,8-10	65.78	74.11	74.13	1562.84	5.70	21.46	133.51			18.63
80021081	306-U1313C-8H-5W,18-20	65.88	74.21	74.22	1564.42	5.70	25.38	158.56	3.39	21.20	19.64
80021082	306-U1313C-8H-5W,20-22	65.90	74.23	74.24	1564.77	5.70	16.05	98.28			18.11
80021113	306-U1313B-8H-2W,28-30	64.68	74.31	74.31	1566.00	5.70	16.16	101.04			19.09
80021114	306-U1313B-8H-2W,38-40	64.78	74.41	74.41	1567.76	5.70	12.63	78.99			18.64
80021115	306-U1313B-8H-2W,48-50	64.88	74.51	74.51	1569.51	5.70	15.25	93.61			19.42
80021086	306-U1313C-8H-5W,58-60	66.28	74.61	74.60	1571.09	5.70	22.09	134.16			18.90
80021116	306-U1313B-8H-2W,58-60	64.98	74.61	74.61	1571.26	5.70	34.12	207.26			18.97
80021117	306-U1313B-8H-2W,68-70	65.08	74.71	74.71	1573.02	5.70	29.10	176.36			18.74
80021118	306-U1313B-8H-2W,78-80	65.18	74.81	74.81	1574.77	5.70	34.00	200.22	9.72	57.21	18.26
80021119	306-U1313B-8H-2W,88-90	65.28	74.91	74.91	1576.34	6.38	39.03	257.04			18.66
80021121	306-U1313B-8H-2W,108-110	65.48	75.11	75.11	1578.60	8.85	45.98	409.75			18.85
80021123	306-U1313B-8H-2W,128-130	65.68	75.31	75.31	1580.86	8.85	46.94	419.61			19.26
80021125	306-U1313B-8H-2W,148-150	65.88	75.51	75.51	1583.12	8.85	22.79	212.23			18.41
80021160	306-U1313B-8H-3W,18-20	66.08	75.71	75.71	1585.38	8.85	56.72	531.48	22.94	214.98	19.14
80021163	306-U1313B-8H-3W,38-40	66.28	75.91	75.91	1587.64	8.85	128.19	1082.41	75.17	634.76	16.53
80021164	306-U1313B-8H-3W,48-50	66.38	76.01	76.01	1588.77	8.85	44.32	384.52			17.44
80021165	306-U1313B-8H-3W,58-60	66.48	76.11	76.11	1589.90	8.85	33.07	290.26			18.20
80021167	306-U1313B-8H-3W,78-80	66.68	76.31	76.31	1592.16	8.85	24.10	223.91			18.70
80021168	306-U1313B-8H-3W,88-90	66.78	76.41	76.41	1593.29	8.85	26.18	244.91			18.86
80021169	306-U1313B-8H-3W,98-100	66.88	76.51	76.51	1594.42	8.85	23.84	224.89	6.48	61.16	19.77
80021170	306-U1313B-8H-3W,108-110	66.98	76.61	76.61	1595.55	8.85	37.76	344.60			18.99
80021171	306-U1313B-8H-3W,118-120	67.08	76.71	76.71	1596.69	8.85	18.31	170.11			19.13
80021173	306-U1313B-8H-3W,138-140	67.28	76.91	76.91	1598.95	8.85	31.19	284.32			19.18
80021191	306-U1313B-8H-4W,20-22	67.60	77.23	77.23	1602.56	8.85	84.73	767.34	10.53	95.40	19.64
80021193	306-U1313B-8H-4W,38-40	67.78	77.41	77.41	1604.60	8.85	76.04	685.63			18.57
80021194	306-U1313B-8H-4W,48-50	67.88	77.51	77.51	1605.73	8.85	20.07	179.63			17.06
50023838	306-U1313C-9H-1W,8-10	69.28	77.21	77.77	1608.67	8.85	36.33	328.19	12.18	110.02	16.91
50023839	306-U1313C-9H-1W,18-20	69.38	77.31	77.92	1610.36	8.85	32.90	304.90			17.23
50023840	306-U1313C-9H-1W,20-22	69.40	77.33	77.95	1610.70	8.85	32.65	303.04			18.46
50023841	306-U1313C-9H-1W,28-30	69.48	77.41	78.06	1611.94	8.85	22.51	203.00			18.12
50023842	306-U1313C-9H-1W,38-40	69.58	77.51	78.21	1613.64	8.85	23.95	214.33			18.32
50023844	306-U1313C-9H-1W,58-60	69.78	77.71	78.50	1616.92	8.85	62.14	538.39	11.65	100.95	18.35
50023846	306-U1313C-9H-1W,78-80	69.98	77.91	78.79	1620.20	8.85	116.21	1170.72	54.24	546.40	17.42
50023848	306-U1313C-9H-1W,98-100	70.18	78.11	79.06	1623.25	8.85	41.10	347.73	13.54	114.56	18.23
50023850	306-U1313C-9H-1W,118-120	70.38	78.31	79.28	1625.73	8.85	122.20	1005.19	47.89	393.93	15.99
50023852	306-U1313C-9H-1W,138-140	70.58	78.51	79.49	1628.16	8.46	67.59	532.79	17.54	138.29	18.77
50023887	306-U1313C-9H-2W,8-10	70.78	78.71	79.69	1631.50	5.99	49.02	298.20			18.67
50023889	306-U1313C-9H-2W,20-22	70.90	78.83	79.82	1633.67	5.99	46.44	278.63			18.50
50023890	306-U1313C-9H-2W,28-30	70.98	78.91	79.90	1635.00	5.99	37.32	226.49	8.23	49.94	21.26
50023892	306-U1313C-9H-2W,48-50	71.18	79.11	80.10	1638.34	5.99	34.01	205.55			21.09
50023894	306-U1313C-9H-2W,68-70	71.38	79.31	80.31	1641.85	5.99	22.43	140.80	5.88	36.92	19.83
50023896	306-U1313C-9H-2W,88-90	71.58	79.51	80.51	1645.19	5.99	22.67	140.00			20.22
50023898	306-U1313C-9H-2W,108-110	71.78	79.71	80.72	1648.69	5.99	46.88	290.18	15.06	93.19	20.00
50023900	306-U1313C-9H-2W,128-130	71.98	79.91	81.02	1653.70	5.99	132.76	928.08			18.57
50023902	306-U1313C-9H-2W,148-150	72.18	80.11	81.18	1660.84	2.07	252.19	517.46			17.33
50023937	306-U1313C-9H-3W,18-20	72.38	80.31	81.29	1666.15	2.07	247.17	546.08			16.90
50023938	306-U1313C-9H-3W,20-22	72.40	80.33	81.30	1666.63	2.07	292.01	650.52	96.82	215.69	14.50
50023940	306-U1313C-9H-3W,38-40	72.58	80.51	81.40	1671.45	2.07	65.83	146.44			18.52
50023942	306-U1313C-9H-3W,58-60	72.78	80.71	81.51	1676.76	2.07	164.76	365.86	52.19	115.88	15.41
50023944	306-U1313C-9H-3W,78-80	72.98	80.91	81.62	1682.06	2.07	76.35	164.94			16.47
50023946	306-U1313C-9H-3W,98-100	73.18	81.11	81.73	1687.36	2.07	62.10	141.80			17.98
50023948	306-U1313C-9H-3W,118-120	73.38	81.31	81.84	1692.67	2.07	75.33	168.30	24.69	55.17	19.61
50023950	306-U1313C-9H-3W,138-140	73.58	81.51	81.95	1697.97	2.07	158.99	332.09			17.78
50023985	306-U1313C-9H-4W,8-10	73.78	81.71	82.06	1703.28	2.07	188.73	353.26	83.97	157.16	17.71
50023987	306-U1313C-9H-4W,20-22	73.90	81.83	82.13	1706.35	3.85	151.75	630.06			18.42
50023988	306-U1313C-9H-4W,28-30	73.98	81.91	82.18	1707.65	3.85	323.82	1287.42	157.12	624.65	17.41
50023990	306-U1313C-9H-4W,48-50	74.18	82.11	82.29	1710.51	3.85	65.19	277.08			18.72
50023992	306-U1313C-9H-4W,68-70	74.38	82.31	82.40	1713.37	3.85	25.58	115.30			19.60
50023994	306-U1313C-9H-4W,88-90	74.58	82.51	82.49	1715.71	3.85	16.28	68.01	4.18	17.46	19.68
50023996	306-U1313C-9H-4W,108-110	74.78	82.71	82.59	1718.31	3.85	18.91	81.91			20.09
50023998	306-U1313C-9H-4W,128-130	74.98	82.91	82.68	1720.64	3.85	12.31	51.09			18.77
50024000	306-U1313C-9H-4W,148-150	75.18	83.11	82.78	1723.24	3.85	38.30	167.38	9.26	40.46	18.13
50024035	306-U1313C-9H-5W,18-20	75.38	83.31	83.09	1731.30	3.85	41.85	175.89			17.21
50024036	306-U1313C-9H-5W,20-22	75.40	83.33	83.13	1732.34	3.85	52.38	221.95			17.09
50024038	306-U1313C-9H-5W,38-40	75.58	83.51	83.43	1740.13	3.85	51.15	217.67			17.68
50024040	306-U1313C-9H-5W,58-60	75.78	83.71	83.66	1746.11	3.85	127.78	522.91	67.78	277.40	16.62
50024042	306-U1313C-9H-5W,78-80	75.98	83.91	83.87	1751.12	4.41	218.21	965.61	117.59	520.35	17.00
50024044	306-U1313C-9H-5W,98-100	76.18	84.11	84.08	1755.88	4.41	122.24	509.45	55.50	231.28	16.75
50024046	306-U1313C-9H-5W,118-120	76.38	84.31	84.28	1760.42	4.41	44.66	214.50			17.52
50024048	306-U1313C-9H-5W,138-140	76.58	84.51	84.52	1765.86	4.41	38.15	197.30	12.06	62.39	17.80
50024065	306-U1313C-9H-6W,8-10	76.78	84.71	84.73	1770.63	4.41	69.63	339.87			16.74
50024067	306-U1313C-9H-6W,20-22	76.90	84.83	84.85	1773.35	4.41	35.07	165.81			19.71
50024068	306-U1313C-9H-6W,28-30	76.98	84.91	84.92	1774.94	4.41	21.11	99.73			19.72
50024069	306-U1313C-9H-6W,38-40	77.08	85.01	85.02	1777.21	4.41	28.28	134.69			18.33
50024070	306-U1313C-9H-6W,48-50	77.18	85.11	85.12	1779.48	4.41	30.11	147.15	8.25	40.30	19.39
50024071	306-U1313C-9H-6W,58-60	77.28	85.21	85.22	1781.75	4.41	37.07	180.78			17.91
50024087	306-U1313B-9H-2W,138-140	75.28	85.35	85.35	1784.70	4.41	42.73	214.20			18.74
50024122	306-U1313B-9H-3W,8-10	75.48	85.55	85.55	1789.24	4.41	82.94	402.72	28.35	137.65	18.09
50024124	306-U1313B-9H-3W,20-22	75.60	85.67	85.67	1791.96	4.41	169.65	770.11	54.78	248.65	14.63
50024125	306-U1313B-9H-3W,28-30	75.68	85.75	85.75	1793.77	4.41	144.06	625.86			15.39
50024127	306-U1313B-9H-3W,48-50	75.88	85.95	85.95	1797.87	4.91	57.51	278.66			17.09
50024129	306-U1313B-9H-3W,68-70	76.08	86.15	86.15	1801.94	4.91	55.70	272.14	17.17	83.89	17.63
50024131	306-U1313B-9H-3W,88-90	76.28	86.35	86.35	1806.02	4.91	23.81	128.90			18.23
50024133	306-U1313B-9H-3W,108-110	76.48	86.55	86.55	1810.09	4.91	54.17	284.41			18.16
50024135	306-U1313B-9H-3W,128-130	76.68	86.75	86.75	1814.17	4.91	21.56	112.66	6.93	36.23	19.55
50024137	306-U1313B-9H-3W,148-150	76.88	86.95	86.95	1818.24	4.91	33.84	181.15			18.51
50024172	306-U1313B-9H-4W,18-20	77.08	87.15	87.15	1822.31	4.91	30.05	156.92			18.53
50024173	306-U1313B-9H-4W,20-22	77.10	87.17	87.17	1822.72	4.91	20.11	106.51			18.90
50024175	306-U1313B-9H-4W,38-40	77.28	87.35	87.35	1826.39	4.91	28.94	152.88			18.70
50024177	306-U1313B-9H-4W,58-60	77.48	87.55	87.55	1830.46	4.91	14.03	76.61	5.31	28.98	17.91
50024179	306-U1313B-9H-4W,78-80	77.68	87.75	87.75	1834.54	4.91	53.13	296.91			19.37
50024181	306-U1313B-9H-4W,98-100	77.88	87.95	87.95	1838.61	4.91	11.92	64.87			20.05
50024183	306-U1313B-9H-4W,118-120	78.08	88.15	88.15	1842.69	4.91	14.98	81.03	5.49	29.70	20.40
50024185	306-U1313B-9H-4W,138-140	78.28	88.35	88.35	1846.76	4.91	15.01	81.46			19.23
50024220	306-U1313B-9H-5W,8-10	78.48	88.55	88.55	1850.83	4.91	14.24	78.02			19.45
50024222	306-U1313B-9H-5W,20-22	78.60	88.67	88.67	1853.28	4.91	35.16	189.53			18.60
50024223	306-U1313B-9H-5W,28-30	78.68	88.75	88.75	1854.91	4.91	20.07	110.23	6.36	34.96	18.40
50024225	306-U1313B-9H-5W,48-50	78.88	88.95	88.95	1858.98	4.91	23.49	125.66			18.18
50024227	306-U1313B-9H-5W,68-70	79.08	89.15	89.15	1865.69	2.63	67.97	191.93			17.23
50024229	306-U1313B-9H-5W,88-90	79.28	89.35	89.35	1873.28	2.63	79.12	227.25			17.60
50024231	306-U1313B-9H-5W,108-110	79.48	89.55	89.55	1880.87	2.63	121.35	332.06			17.02
50023001	306-U1313C-10H-1W,118-120	79.88	89.89	89.69	1886.19	2.63	108.53	298.97	45.57	125.53	17.22
50024233	306-U1313B-9H-5W,128-130	79.68	89.75	89.75	1888.47	2.63	79.85	210.32			17.63
50023002	306-U1313C-10H-1W,128-130	79.98	89.99	89.80	1890.36	2.63	117.21	319.34			18.10
50023003	306-U1313C-10H-1W,138-140	80.08	90.09	89.91	1894.54	2.63	87.23	246.31			18.18
50023004	306-U1313C-10H-1W,148-150	80.18	90.19	90.02	1898.71	3.32	188.39	659.73	105.07	367.95	17.12
50024244	306-U1313B-9H-6W,20-22	80.10	90.17	90.17	1903.23	3.59	156.10	597.86			15.78
50023039	306-U1313C-10H-2W,18-20	80.38	90.39	90.24	1905.18	3.59	86.47	341.85	36.53	144.43	17.08
50023042	306-U1313C-10H-2W,38-40	80.58	90.59	90.46	1911.30	3.59	21.77	87.46			17.95
50023044	306-U1313C-10H-2W,58-60	80.78	90.79	90.68	1917.42	3.59	43.31	165.91			19.05
50023046	306-U1313C-10H-2W,78-80	80.98	90.99	90.90	1923.54	3.59	43.10	166.66	8.77	33.92	18.80
50023048	306-U1313C-10H-2W,98-100	81.18	91.19	91.12	1929.66	3.59	27.31	110.37			18.93
50023050	306-U1313C-10H-2W,118-120	81.38	91.39	91.34	1935.78	3.59	32.40	127.98	10.10	39.91	20.42
50023052	306-U1313C-10H-2W,138-140	81.58	91.59	91.54	1941.34	3.59	72.93	282.11			18.18
50023087	306-U1313C-10H-3W,8-10	81.78	91.79	91.75	1947.19	3.59	63.40	239.54			17.58
50023090	306-U1313C-10H-3W,28-30	81.98	91.99	91.96	1953.15	3.51	144.20	511.50			16.57
50023092	306-U1313C-10H-3W,48-50	82.18	92.19	92.16	1958.85	3.51	85.82	304.99	34.55	122.78	17.28
50023094	306-U1313C-10H-3W,68-70	82.38	92.39	92.37	1964.83	3.51	122.04	480.68	57.44	226.26	17.10
50023096	306-U1313C-10H-3W,88-90	82.58	92.59	92.58	1970.81	3.51	36.75	140.11			19.00
50023098	306-U1313C-10H-3W,108-110	82.78	92.79	92.78	1976.51	3.51	57.44	217.19			21.68
50023100	306-U1313C-10H-3W,128-130	82.98	92.99	92.99	1982.49	3.51	14.79	59.14	5.18	20.71	20.42
50023102	306-U1313C-10H-3W,148-150	83.18	93.19	93.20	1988.47	3.51	40.96	151.44			19.51
50023137	306-U1313C-10H-4W,18-20	83.38	93.39	93.40	1994.17	3.51	101.52	372.15	24.63	90.27	15.66
50023140	306-U1313C-10H-4W,38-40	83.58	93.59	93.61	2000.15	3.51	74.08	272.32			15.55
50023142	306-U1313C-10H-4W,58-60	83.78	93.79	93.82	2005.39	4.59	53.70	259.21			17.48
50023144	306-U1313C-10H-4W,78-80	83.98	93.99	94.02	2009.12	5.37	70.82	391.82	52.67	291.43	15.77
50023146	306-U1313C-10H-4W,98-100	84.18	94.19	94.23	2013.03	5.37	43.59	260.55			17.36
50023148	306-U1313C-10H-4W,118-120	84.38	94.39	94.44	2016.94	5.37	129.05	730.23			18.67
50023150	306-U1313C-10H-4W,138-140	84.58	94.59	94.67	2021.23	5.37	39.54	239.22			18.31
50024274	306-U1313B-10H-2W,8-10	83.48	94.79	94.79	2023.46	5.37	23.28	141.82			23.20
50024275	306-U1313B-10H-2W,18-20	83.58	94.89	94.89	2025.32	5.37	14.01	85.14			20.61
50024276	306-U1313B-10H-2W,20-22	83.60	94.91	94.91	2025.70	5.37	28.97	177.66			19.02
50024277	306-U1313B-10H-2W,28-30	83.68	94.99	94.99	2027.19	5.37	17.34	106.67	4.78	29.43	22.72
50024278	306-U1313B-10H-2W,38-40	83.78	95.09	95.09	2029.05	5.37	12.87	78.88			21.45
50024279	306-U1313B-10H-2W,48-50	83.88	95.19	95.19	2030.91	5.37	16.53	101.98			19.89
50024281	306-U1313B-10H-2W,68-70	84.08	95.39	95.39	2034.64	5.37	7.91	49.58			17.41
50024283	306-U1313B-10H-2W,88-90	84.28	95.59	95.59	2038.36	5.37	10.80	67.50	3.03	18.96	21.15
50024285	306-U1313B-10H-2W,108-110	84.48	95.79	95.79	2042.09	5.37	18.69	110.46			19.95
50024287	306-U1313B-10H-2W,128-130	84.68	95.99	95.99	2045.81	5.37	16.11	95.01	7.53	44.40	17.83
50024289	306-U1313B-10H-2W,148-150	84.88	96.19	96.19	2048.71	7.00	12.73	94.23			18.86
50024324	306-U1313B-10H-3W,18-20	85.08	96.39	96.39	2051.57	7.00	12.47	97.20	5.27	41.07	18.97
50024325	306-U1313B-10H-3W,20-22	85.10	96.41	96.41	2051.86	7.00	20.51	162.38			18.29
50024327	306-U1313B-10H-3W,38-40	85.28	96.59	96.59	2054.43	7.00	11.74	92.63			19.46
50024329	306-U1313B-10H-3W,58-60	85.48	96.79	96.79	2057.29	7.00	15.64	122.90	4.82	37.87	19.50
50024331	306-U1313B-10H-3W,78-80	85.68	96.99	96.99	2060.14	7.00	20.57	159.19			17.17
50024333	306-U1313B-10H-3W,98-100	85.88	97.19	97.19	2063.00	7.00	50.92	375.39	51.12	376.86	17.70
50024335	306-U1313B-10H-3W,118-120	86.08	97.39	97.39	2065.86	7.00	80.00	600.48	33.13	248.72	14.71
50024337	306-U1313B-10H-3W,138-140	86.28	97.59	97.59	2068.71	7.00	82.09	597.51	35.10	255.45	17.18
50024372	306-U1313B-10H-4W,8-10	86.48	97.79	97.79	2071.57	7.00	127.34	1002.95	169.98	1338.78	14.92
50024374	306-U1313B-10H-4W,20-22	86.60	97.91	97.91	2073.89	4.77	223.01	1225.97			15.90
50024375	306-U1313B-10H-4W,28-30	86.68	97.99	97.99	2075.57	4.77	165.27	913.29	108.82	601.37	14.46
50024377	306-U1313B-10H-4W,48-50	86.88	98.19	98.19	2079.76	4.77	183.24	976.13			14.88
50024379	306-U1313B-10H-4W,68-70	87.08	98.39	98.39	2083.96	4.77	96.25	502.30	79.73	416.07	15.42
50024381	306-U1313B-10H-4W,88-90	87.28	98.59	98.59	2088.15	4.77	31.65	174.21			16.76
50024383	306-U1313B-10H-4W,108-110	87.48	98.79	98.79	2092.35	4.77	37.72	209.49			16.70
50024385	306-U1313B-10H-4W,128-130	87.68	98.99	98.99	2096.54	4.77	89.26	481.30	33.36	179.87	14.62
50024387	306-U1313B-10H-4W,148-150	87.88	99.19	99.19	2100.74	4.77	78.86	422.98			16.35
50024422	306-U1313B-10H-5W,18-20	88.08	99.39	99.39	2104.94	4.77	62.58	339.39			16.04
50024423	306-U1313B-10H-5W,20-22	88.10	99.41	99.41	2105.36	4.77	48.92	258.24			17.13
50024425	306-U1313B-10H-5W,38-40	88.28	99.59	99.59	2109.13	4.77	39.63	216.26			16.53
50024427	306-U1313B-10H-5W,58-60	88.48	99.79	99.79	2113.33	4.77	53.36	292.95			17.50
50024429	306-U1313B-10H-5W,78-80	88.68	99.99	99.99	2117.52	4.77	146.86	829.06	66.94	377.87	16.10
50024431	306-U1313B-10H-5W,98-100	88.88	100.19	100.19	2121.72	4.77	89.44	477.53			16.17
50024433	306-U1313B-10H-5W,118-120	89.08	100.39	100.39	2125.91	4.77	68.59	355.19	12.83	66.44	18.54
50024435	306-U1313B-10H-5W,138-140	89.28	100.59	100.59	2130.11	4.77	23.06	127.61	14.26	78.89	19.00
80021238	306-U1313C-11H-2W,8-10	89.78	100.69	100.66	2131.58	4.77	29.37	162.00			17.90
80021240	306-U1313C-11H-2W,20-22	89.90	100.81	100.77	2133.89	4.77	26.61	143.48			20.02
80021241	306-U1313C-11H-2W,28-30	89.98	100.89	100.86	2135.77	4.77	37.10	192.22	11.41	59.09	18.56
80021243	306-U1313C-11H-2W,48-50	90.18	101.09	101.09	2140.60	4.77	58.38	301.61			16.91
80021245	306-U1313C-11H-2W,68-70	90.38	101.29	101.29	2144.79	4.77	127.24	692.62	54.61	297.24	15.71
80021247	306-U1313C-11H-2W,88-90	90.58	101.49	101.47	2148.57	4.77	171.07	845.07	79.09	390.68	15.72
80021249	306-U1313C-11H-2W,108-110	90.78	101.69	101.66	2152.65	4.54	419.43	1931.49			15.33
80021251	306-U1313C-11H-2W,128-130	90.98	101.89	101.86	2157.57	4.07	467.86	1997.17	213.80	912.66	14.78
80021253	306-U1313C-11H-2W,148-150	91.18	102.09	102.05	2162.24	4.07	248.13	1073.56	166.70	721.25	15.95
80021288	306-U1313C-11H-3W,18-20	91.38	102.29	102.25	2167.16	4.07	61.88	265.12			18.37
80021291	306-U1313C-11H-3W,38-40	91.58	102.49	102.44	2171.84	4.07	228.45	1035.38	23.30	105.61	19.79
80021293	306-U1313C-11H-3W,58-60	91.78	102.69	102.64	2176.76	4.07	32.99	151.14	12.82	58.75	19.87
80021295	306-U1313C-11H-3W,78-80	91.98	102.89	102.83	2181.43	4.07	31.85	145.23	17.94	81.81	18.21
80021297	306-U1313C-11H-3W,98-100	92.18	103.09	103.03	2186.35	4.07	28.48	131.07	10.73	49.37	18.31
80021299	306-U1313C-11H-3W,118-120	92.38	103.29	103.22	2191.02	4.07	47.78	217.83			17.32
80021301	306-U1313C-11H-3W,138-140	92.58	103.49	103.42	2195.94	4.07	229.63	1013.88	105.97	467.90	15.62
80021336	306-U1313C-11H-4W,8-10	92.78	103.69	103.61	2200.43	4.43	135.48	635.33			17.79
80021338	306-U1313C-11H-4W,20-22	92.90	103.81	103.73	2202.50	5.79	113.87	695.43			17.92
80021339	306-U1313C-11H-4W,28-30	92.98	103.89	103.81	2203.89	5.79	89.59	537.63			18.32
80021341	306-U1313C-11H-4W,48-50	93.18	104.09	104.00	2207.17	5.79	80.75	509.12	27.76	175.04	17.67
80021343	306-U1313C-11H-4W,68-70	93.38	104.29	104.20	2210.63	5.79	70.92	471.54			19.38
80021345	306-U1313C-11H-4W,88-90	93.58	104.49	104.40	2214.08	5.79	128.73	849.98	21.54	142.20	18.16
80021347	306-U1313C-11H-4W,108-110	93.78	104.69	104.59	2217.36	5.79	61.81	391.64			18.38
80021349	306-U1313C-11H-4W,128-130	93.98	104.89	104.79	2220.82	5.79	34.47	224.99	0.47	3.08	19.91
80021351	306-U1313C-11H-4W,148-150	94.18	105.09	104.98	2224.10	5.79	54.87	348.43			20.21
80021370	306-U1313C-11H-5W,18-20	94.38	105.29	105.18	2227.56	5.79	49.19	309.77	24.89	156.76	21.07
80021371	306-U1313C-11H-5W,20-22	94.40	105.31	105.20	2227.90	5.79	62.56	409.55			19.39
50024449	306-U1313B-11H-2W,88-90	93.78	105.45	105.45	2232.22	5.79	161.77	1062.56	36.09	237.03	18.08
50024450	306-U1313B-11H-2W,98-100	93.88	105.55	105.55	2233.95	5.79	193.48	1267.64			18.06
50024451	306-U1313B-11H-2W,108-110	93.98	105.65	105.65	2235.68	5.79	265.56	1532.91			17.18
50024453	306-U1313B-11H-2W,128-130	94.18	105.85	105.85	2239.14	5.79	265.78	1483.62			16.10
50024454	306-U1313B-11H-2W,138-140	94.28	105.95	105.95	2240.88	5.73	272.30	1633.64	129.72	778.23	16.79
50024455	306-U1313B-11H-2W,148-150	94.38	106.05	106.05	2242.65	5.67	169.01	953.74	115.65	652.66	18.30
50024489	306-U1313B-11H-3W,8-10	94.48	106.15	106.15	2244.41	5.67	142.75	862.58			16.98
50024491	306-U1313B-11H-3W,20-22	94.60	106.27	106.27	2246.53	5.67	110.74	692.94			17.87
50024492	306-U1313B-11H-3W,28-30	94.68	106.35	106.35	2247.94	5.67	114.49	726.28	27.84	176.59	16.75
50024494	306-U1313B-11H-3W,48-50	94.88	106.55	106.55	2251.47	5.67	100.03	703.17	8.10	56.96	17.45
50024496	306-U1313B-11H-3W,68-70	95.08	106.75	106.75	2255.00	5.67	53.98	343.67			20.88
